sample_id,caption
places2_a11f12dc4975eac25f7ed5ff,smoke places scene 136
places2_78800f46dcb6ab180e1144a3,smoke places scene 279
places2_e917b2dad6632040189e304d,smoke places scene 154
places2_26a32dbed59dd9b5baf76b9b,smoke places scene 232
places2_00736802fde72b431e549d0a,smoke places scene 250
places2_c0a38ac26bb880e316ac40e1,smoke places scene 325
places2_711cdb3d551d40407779f989,smoke places scene 348
places2_8d7e2b1acf20b02860f97cac,smoke places scene 291
places2_d9fa74fdead195896d174c18,smoke places scene 292
places2_30c991ac370d4ee143289e3e,smoke places scene 350
places2_9c8fe2588297361c53b8800b,smoke places scene 21
places2_2d9f58eb549418213de5b155,smoke places scene 366
places2_b9077dbafa540651ffab6b08,smoke places scene 351
places2_6bcd69c3215384bbcee98e6f,smoke places scene 144
places2_430ded70335ca5701d5996d3,smoke places scene 113
places2_b84e5843239a9e3f354617c1,smoke places scene 384
places2_a98e36b957fbc8d2dbb31e3c,smoke places scene 199
places2_d09b01467c1a3887521a4e67,smoke places scene 97
places2_1d74414b17dfa5dc33a9458b,smoke places scene 209
places2_1c61dc2291172c64856cbf47,smoke places scene 92
places2_0c4eba0b035c473e8a4458fa,smoke places scene 108
places2_d728d6e3ef0b34d7305e9d36,smoke places scene 23
places2_56a3c8c8b1574db621c594f0,smoke places scene 169
places2_faa6488a18d6cc6e6c271b70,smoke places scene 220
places2_51fdd38ac82823051e0d5503,smoke places scene 329
places2_9bf364872bace892588bbcb3,smoke places scene 64
places2_7217c02444cff1daf6f896c9,smoke places scene 277
places2_9fb3f14df3e7a05b9888c908,smoke places scene 193
places2_7b2d0fb9c6ab2f38433a41cd,smoke places scene 260
places2_8509a7a08284384fe77a9910,smoke places scene 143
places2_7405f10e108e554ad7091d81,smoke places scene 229
places2_99bc35c846489805c7a279ed,smoke places scene 94
places2_a6b76c33243fd13a7697d91d,smoke places scene 258
places2_4656ebbc58e12eff57d6c8f0,smoke places scene 253
places2_1c60457828657e9337230ac8,smoke places scene 109
places2_50174cd38614348247cec819,smoke places scene 149
places2_d781c544a91e38d5d1a94276,smoke places scene 76
places2_a88c4ba45767554088386d36,smoke places scene 322
places2_9978ed4f2facc8fce09db921,smoke places scene 151
places2_1065467c1e872c8859bf5ce4,smoke places scene 337
places2_f639140ac07bea6f303e3e4e,smoke places scene 246
places2_959c3de4c7240254bd8b7298,smoke places scene 265
places2_34d7f030e18c88a8ee4cd16a,smoke places scene 244
places2_3d4460cc39a69caf5585b915,smoke places scene 264
places2_fadd1028528c2cbf40fb344c,smoke places scene 225
places2_71db025832163915da98d365,smoke places scene 398
places2_0885a31690b277a0d6f853a2,smoke places scene 309
places2_edcef908ea4471f6001b2ecf,smoke places scene 145
